Source,Target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights,user_type
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7,Teacher
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7,Teacher
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7,Teacher
Student59,Student100,directed,user_graph,7,0,0,0,7,Student
Student26,Student100,directed,user_graph,7,0,0,0,7,Student
Student95,Student100,directed,user_graph,7,0,0,0,7,Student
Student1,Student100,directed,user_graph,7,0,0,0,7,Student
Student44,Student100,directed,user_graph,7,0,0,0,7,Student
Student48,Student100,directed,user_graph,7,0,0,0,7,Student
Student58,Student100,directed,user_graph,7,0,0,0,7,Student
Student24,Student24,directed,user_graph,7,0,0,0,7,Student
Student46,Student24,directed,user_graph,7,0,0,0,7,Student
Student76,Student24,directed,user_graph,7,0,0,0,7,Student
Student1,Student24,directed,user_graph,7,0,0,0,7,Student
Student43,Student24,directed,user_graph,7,0,0,0,7,Student
Student6,Student24,directed,user_graph,7,0,0,0,7,Student
Student85,Student24,directed,user_graph,7,0,0,0,7,Student
Student22,Student24,directed,user_graph,7,0,0,0,7,Student
Teacher2,Student24,directed,user_graph,7,0,0,0,7,Teacher
Student71,Student24,directed,user_graph,7,0,0,0,7,Student
Student51,Student24,directed,user_graph,7,0,0,0,7,Student
Student81,Student24,directed,user_graph,7,0,0,0,7,Student
Student35,Student24,directed,user_graph,7,0,0,0,7,Student
Student44,Student24,directed,user_graph,7,0,0,0,7,Student
Student85,Student1,directed,user_graph,7,0,0,0,7,Student
Student8,Student1,directed,user_graph,7,0,0,0,7,Student
Student44,Student1,directed,user_graph,7,0,0,0,7,Student
Student72,Student1,directed,user_graph,7,0,0,0,7,Student
Student13,Student1,directed,user_graph,7,0,0,0,7,Student
Student51,Student1,directed,user_graph,7,0,0,0,7,Student
Student53,Student1,directed,user_graph,7,0,0,0,7,Student
Student48,Student81,directed,user_graph,8,0,0,0,8,Student
Student55,Student81,directed,user_graph,8,0,0,0,8,Student
Student34,Student81,directed,user_graph,8,0,0,0,8,Student
Student24,Student81,directed,user_graph,8,0,0,0,8,Student
Student51,Student81,directed,user_graph,8,0,0,0,8,Student
Student81,Student81,directed,user_graph,8,0,0,0,8,Student
Student12,Student81,directed,user_graph,8,0,0,0,8,Student
Student35,Student81,directed,user_graph,8,0,0,0,8,Student
Student60,Teacher2,directed,user_graph,8,0,0,0,8,Student
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8,Teacher
Student9,Teacher3,directed,user_graph,8,0,0,0,8,Student
Teacher3,Teacher3,directed,user_graph,8,0,0,0,8,Teacher
Teacher3,Teacher3,directed,user_graph,8,0,0,0,8,Teacher
Teacher3,Teacher3,directed,user_graph,8,0,0,0,8,Teacher
Teacher3,Teacher3,directed,user_graph,8,0,0,0,8,Teacher
Teacher3,Teacher3,directed,user_graph,8,0,0,0,8,Teacher
Teacher3,Teacher3,directed,user_graph,8,0,0,0,8,Teacher
Teacher3,Teacher3,directed,user_graph,8,0,0,0,8,Teacher
Student34,Student55,directed,user_graph,8,0,0,0,8,Student
Student22,Student55,directed,user_graph,8,0,0,0,8,Student
Student8,Student55,directed,user_graph,8,0,0,0,8,Student
Teacher2,Student55,directed,user_graph,8,0,0,0,8,Teacher
Student68,Student55,directed,user_graph,8,0,0,0,8,Student
Student32,Student55,directed,user_graph,8,0,0,0,8,Student
Student77,Student55,directed,user_graph,8,0,0,0,8,Student
Student96,Student55,directed,user_graph,8,0,0,0,8,Student
Teacher6,Teacher6,directed,user_graph,8,0,0,0,8,Teacher
Student74,Teacher6,directed,user_graph,8,0,0,0,8,Student
Teacher6,Teacher6,directed,user_graph,8,0,0,0,8,Teacher
Teacher6,Teacher6,directed,user_graph,8,0,0,0,8,Teacher
Teacher6,Teacher6,directed,user_graph,8,0,0,1,9,Teacher
Teacher6,Teacher6,directed,user_graph,8,0,0,1,9,Teacher
Student74,Teacher6,directed,user_graph,8,0,0,1,9,Student
Teacher6,Teacher6,directed,user_graph,8,0,0,1,9,Teacher
Student10,Teacher7,directed,user_graph,8,0,0,0,8,Student
Teacher7,Teacher7,directed,user_graph,8,0,0,0,8,Teacher
Teacher7,Teacher7,directed,user_graph,8,0,0,0,8,Teacher
Teacher7,Teacher7,directed,user_graph,8,0,0,0,8,Teacher
Student10,Teacher7,directed,user_graph,8,0,0,0,8,Student
Teacher7,Teacher7,directed,user_graph,8,0,0,0,8,Teacher
Teacher7,Teacher7,directed,user_graph,8,0,0,1,9,Teacher
Student10,Teacher7,directed,user_graph,8,0,0,1,9,Student
Student79,Teacher1,directed,user_graph,8,0,0,0,8,Student
Student79,Teacher1,directed,user_graph,8,0,0,0,8,Student
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Student79,Teacher1,directed,user_graph,8,0,0,0,8,Student
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Student47,Teacher1,directed,user_graph,8,0,0,0,8,Student
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Teacher1,Teacher1,directed,user_graph,8,0,0,0,8,Teacher
Student8,Student13,directed,user_graph,8,0,0,0,8,Student
Student71,Student13,directed,user_graph,8,0,0,0,8,Student
Student32,Student13,directed,user_graph,8,0,0,0,8,Student
Student13,Student13,directed,user_graph,8,0,0,0,8,Student
Student46,Student13,directed,user_graph,8,0,0,0,8,Student
Student13,Student13,directed,user_graph,8,0,0,0,8,Student
Student13,Student13,directed,user_graph,8,0,0,0,8,Student
Student68,Student13,directed,user_graph,8,0,0,0,8,Student
Student68,Student61,directed,user_graph,8,0,0,0,8,Student
Student42,Student61,directed,user_graph,8,0,0,0,8,Student
Student51,Student61,directed,user_graph,8,0,0,0,8,Student
Student24,Student61,directed,user_graph,8,0,0,0,8,Student
Student29,Student61,directed,user_graph,8,0,0,0,8,Student
Student46,Student61,directed,user_graph,8,0,0,0,8,Student
Student1,Student61,directed,user_graph,8,0,0,0,8,Student
Teacher2,Student61,directed,user_graph,8,0,0,0,8,Teacher
Student12,Teacher4,directed,user_graph,8,0,0,0,8,Student
Student28,Teacher4,directed,user_graph,8,0,0,0,8,Student
Teacher4,Teacher4,directed,user_graph,8,0,0,0,8,Teacher
Teacher4,Teacher4,directed,user_graph,8,0,0,0,8,Teacher
Teacher4,Teacher4,directed,user_graph,8,0,0,0,8,Teacher
Teacher4,Teacher4,directed,user_graph,8,0,0,0,8,Teacher
Student28,Teacher4,directed,user_graph,8,0,0,0,8,Student
Teacher4,Teacher4,directed,user_graph,8,0,0,0,8,Teacher
Student71,Teacher6,directed,user_graph,8,0,0,1,9,Student
Student74,Teacher6,directed,user_graph,8,0,0,1,9,Student
Teacher6,Teacher6,directed,user_graph,8,0,0,1,9,Teacher
Teacher6,Teacher6,directed,user_graph,8,0,0,1,9,Teacher
Teacher6,Teacher6,directed,user_graph,8,0,0,1,9,Teacher
Teacher6,Teacher6,directed,user_graph,8,0,0,1,9,Teacher
Student74,Teacher6,directed,user_graph,8,0,0,1,9,Student
Teacher6,Teacher6,directed,user_graph,8,0,0,1,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Student54,Teacher2,directed,user_graph,9,0,0,0,9,Student
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Student54,Teacher2,directed,user_graph,9,0,0,0,9,Student
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Teacher2,Teacher2,directed,user_graph,9,0,0,0,9,Teacher
Student55,Student7,directed,user_graph,9,0,0,0,9,Student
Student1,Student7,directed,user_graph,9,0,0,0,9,Student
Student74,Student7,directed,user_graph,9,0,0,0,9,Student
Student101,Student7,directed,user_graph,9,0,0,0,9,Student
Student85,Student7,directed,user_graph,9,0,0,0,9,Student
Student34,Student7,directed,user_graph,9,0,0,0,9,Student
Student65,Student7,directed,user_graph,9,0,0,0,9,Student
Student95,Student7,directed,user_graph,9,0,0,0,9,Student
Student74,Student7,directed,user_graph,9,0,0,0,9,Student
Student3,Teacher6,directed,user_graph,9,0,0,0,9,Student
Teacher6,Teacher6,directed,user_graph,9,0,0,0,9,Teacher
Teacher6,Teacher6,directed,user_graph,9,0,0,0,9,Teacher
Teacher6,Teacher6,directed,user_graph,9,0,0,0,9,Teacher
Teacher6,Teacher6,directed,user_graph,9,0,0,0,9,Teacher
Teacher6,Teacher6,directed,user_graph,9,0,0,0,9,Teacher
Teacher6,Teacher6,directed,user_graph,9,0,0,0,9,Teacher
Teacher6,Teacher6,directed,user_graph,9,0,0,0,9,Teacher
Teacher6,Teacher6,directed,user_graph,9,0,0,0,9,Teacher
Student81,Teacher7,directed,user_graph,9,0,0,0,9,Student
Student81,Teacher7,directed,user_graph,9,0,0,0,9,Student
Teacher7,Teacher7,directed,user_graph,9,0,0,0,9,Teacher
Teacher7,Teacher7,directed,user_graph,9,0,0,0,9,Teacher
Student81,Teacher7,directed,user_graph,9,0,0,0,9,Student
Student81,Teacher7,directed,user_graph,9,0,0,0,9,Student
Teacher7,Teacher7,directed,user_graph,9,0,0,0,9,Teacher
Teacher7,Teacher7,directed,user_graph,9,0,0,0,9,Teacher
Teacher7,Teacher7,directed,user_graph,9,0,0,0,9,Teacher
Student87,Teacher1,directed,user_graph,9,0,0,0,9,Student
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Student87,Teacher1,directed,user_graph,9,0,0,0,9,Student
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Student30,Teacher1,directed,user_graph,9,0,0,0,9,Student
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Student30,Teacher1,directed,user_graph,9,0,0,0,9,Student
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Student97,Teacher1,directed,user_graph,9,0,0,0,9,Student
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Teacher1,Teacher1,directed,user_graph,9,0,0,0,9,Teacher
Student97,Teacher1,directed,user_graph,9,0,0,0,9,Student
Student72,Student13,directed,user_graph,9,0,0,0,9,Student
Student50,Student13,directed,user_graph,9,0,0,0,9,Student
Student95,Student13,directed,user_graph,9,0,0,0,9,Student
Student46,Student13,directed,user_graph,9,0,0,0,9,Student
Student40,Student13,directed,user_graph,9,0,0,0,9,Student
Student32,Student13,directed,user_graph,9,0,0,0,9,Student
Student28,Student13,directed,user_graph,9,0,0,0,9,Student
Student55,Student13,directed,user_graph,9,0,0,0,9,Student
Student9,Student13,directed,user_graph,9,0,0,0,9,Student
Student34,Teacher5,directed,user_graph,10,0,0,0,10,Student
Student60,Teacher5,directed,user_graph,10,0,0,0,10,Student
Student76,Teacher5,directed,user_graph,10,0,0,0,10,Student
Teacher2,Teacher5,directed,user_graph,10,0,0,0,10,Teacher
Student72,Teacher5,directed,user_graph,10,0,0,0,10,Student
Student35,Teacher5,directed,user_graph,10,0,0,0,10,Student
Student90,Teacher5,directed,user_graph,10,0,0,0,10,Student
Student34,Teacher5,directed,user_graph,10,0,0,0,10,Student
Student44,Teacher5,directed,user_graph,10,0,0,0,10,Student
Student90,Teacher5,directed,user_graph,10,0,0,0,10,Student
Student41,Teacher6,directed,user_graph,10,0,0,1,11,Student
Teacher6,Teacher6,directed,user_graph,10,0,0,1,11,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,1,11,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,1,11,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,1,11,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,1,11,Teacher
Student41,Teacher6,directed,user_graph,10,0,0,1,11,Student
Teacher6,Teacher6,directed,user_graph,10,0,0,1,11,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,1,11,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,1,11,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Student75,Teacher7,directed,user_graph,10,0,0,0,10,Student
Student75,Teacher7,directed,user_graph,10,0,0,0,10,Student
Teacher7,Teacher7,directed,user_graph,10,0,0,0,10,Teacher
Student75,Teacher7,directed,user_graph,10,0,0,0,10,Student
Teacher7,Teacher7,directed,user_graph,10,0,0,0,10,Teacher
Student75,Teacher7,directed,user_graph,10,0,0,0,10,Student
Teacher7,Teacher7,directed,user_graph,10,0,0,0,10,Teacher
Teacher7,Teacher7,directed,user_graph,10,0,0,0,10,Teacher
Teacher7,Teacher7,directed,user_graph,10,0,0,0,10,Teacher
Student75,Teacher7,directed,user_graph,10,0,0,1,11,Student
Student35,Teacher6,directed,user_graph,10,0,0,0,10,Student
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Student59,Teacher6,directed,user_graph,10,0,0,0,10,Student
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Teacher6,Teacher6,directed,user_graph,10,0,0,0,10,Teacher
Student1,Student51,directed,user_graph,10,0,0,0,10,Student
Student83,Student51,directed,user_graph,10,0,0,0,10,Student
Student2,Student51,directed,user_graph,10,0,0,0,10,Student
Student26,Student51,directed,user_graph,10,0,0,0,10,Student
Student16,Student51,directed,user_graph,10,0,0,0,10,Student
Student34,Student51,directed,user_graph,10,0,0,0,10,Student
Student6,Student51,directed,user_graph,10,0,0,0,10,Student
Student96,Student51,directed,user_graph,10,0,0,0,10,Student
Student50,Student51,directed,user_graph,10,0,0,0,10,Student
Student22,Student51,directed,user_graph,10,0,0,0,10,Student
Student76,Teacher4,directed,user_graph,11,0,0,0,11,Student
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Student29,Teacher4,directed,user_graph,11,0,0,0,11,Student
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Student29,Teacher4,directed,user_graph,11,0,0,0,11,Student
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Student29,Teacher4,directed,user_graph,11,0,0,0,11,Student
Student29,Teacher4,directed,user_graph,11,0,0,0,11,Student
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Student29,Teacher4,directed,user_graph,11,0,0,0,11,Student
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Student29,Teacher4,directed,user_graph,11,0,0,0,11,Student
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Student85,Teacher4,directed,user_graph,11,0,0,0,11,Student
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,1,12,Teacher
Student15,Teacher4,directed,user_graph,11,0,0,0,11,Student
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,1,12,Teacher
Teacher2,Teacher2,directed,user_graph,11,0,0,0,11,Teacher
Student65,Teacher2,directed,user_graph,11,0,0,0,11,Student
Teacher2,Teacher2,directed,user_graph,11,0,0,0,11,Teacher
Student65,Teacher2,directed,user_graph,11,0,0,0,11,Student
Student65,Teacher2,directed,user_graph,11,0,0,0,11,Student
Teacher2,Teacher2,directed,user_graph,11,0,0,0,11,Teacher
Teacher2,Teacher2,directed,user_graph,11,0,0,0,11,Teacher
Teacher2,Teacher2,directed,user_graph,11,0,0,0,11,Teacher
Student65,Teacher2,directed,user_graph,11,0,0,0,11,Student
Student65,Teacher2,directed,user_graph,11,0,0,0,11,Student
Teacher2,Teacher2,directed,user_graph,11,0,0,0,11,Teacher
Student2,Teacher6,directed,user_graph,11,0,0,0,11,Student
Teacher6,Teacher6,directed,user_graph,11,0,0,0,11,Teacher
Teacher6,Teacher6,directed,user_graph,11,0,0,0,11,Teacher
Student2,Teacher6,directed,user_graph,11,0,0,0,11,Student
Teacher6,Teacher6,directed,user_graph,11,0,0,0,11,Teacher
Teacher6,Teacher6,directed,user_graph,11,0,0,0,11,Teacher
Teacher6,Teacher6,directed,user_graph,11,0,0,0,11,Teacher
Teacher6,Teacher6,directed,user_graph,11,0,0,0,11,Teacher
Teacher6,Teacher6,directed,user_graph,11,0,0,0,11,Teacher
Teacher6,Teacher6,directed,user_graph,11,0,0,0,11,Teacher
Teacher6,Teacher6,directed,user_graph,11,0,0,0,11,Teacher
Student19,Teacher1,directed,user_graph,11,0,0,0,11,Student
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Student19,Teacher1,directed,user_graph,11,0,0,0,11,Student
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Student6,Teacher1,directed,user_graph,11,0,0,0,11,Student
Student6,Teacher1,directed,user_graph,11,0,0,0,11,Student
Student6,Teacher1,directed,user_graph,11,0,0,0,11,Student
Student6,Teacher1,directed,user_graph,11,0,0,0,11,Student
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Student6,Teacher1,directed,user_graph,11,0,0,0,11,Student
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Teacher1,Teacher1,directed,user_graph,11,0,0,0,11,Teacher
Student86,Teacher4,directed,user_graph,11,0,0,0,11,Student
Student29,Teacher4,directed,user_graph,11,0,0,0,11,Student
Student29,Teacher4,directed,user_graph,11,0,0,0,11,Student
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Student22,Teacher4,directed,user_graph,11,0,0,0,11,Student
Student29,Teacher4,directed,user_graph,11,0,0,0,11,Student
Student29,Teacher4,directed,user_graph,11,0,0,0,11,Student
Teacher4,Teacher4,directed,user_graph,11,0,0,0,11,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Misc3,Teacher4,directed,user_graph,12,0,0,0,12,Misc
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Misc3,Teacher4,directed,user_graph,12,0,0,0,12,Misc
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Student99,Teacher4,directed,user_graph,12,0,0,0,12,Student
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Student99,Teacher4,directed,user_graph,12,0,0,0,12,Student
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
