User Name,Order of Submission (1=first),Final Score,Question 1 text,Question 2 text,Question 3 text,Question 4 text,Question 5 text,Question 6 text,Question 7 text,Question 8 text,Question 9 text,Question 10 text,Question 11 text,Question 12 text,Question 13 text,Question 14 text,Question 15 text,Question 16 text,Question 17 text,Question 18 text,Question 19 text,Question 20 text,Question 21 text,Question 22 text,Question 23 text,Question 24 text,Question 25 text,Question 26 text,Question 27 text,Question 28 text,Question 29 text,Question 30 text,Question 31 text,Question 32 text,Question 33 text,Question 34 text
User144,1,0,Somewhat confident,18 - 21 hours per week,All 26,All of them,A few times a week,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza,No Answer,3 - Occasionally,3 - Occasionally,2 - Rarely,3 - Occasionally,5 - Always,1 - Never,2 - Rarely,1 - Never,4 - Frequently,2 - Rarely,Occasionally,Rarely,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User145,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User146,1,0,Somewhat unconfident,12 - 15 hours per week,All 26,All of them,Multiple times daily,4 - About Right,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,1 - Never,2 - Rarely,3 - Occasionally,5 - Always,4 - Frequently,1 - Never,5 - Always,1 - Never,4 - Frequently,5 - Always,Never,Never,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User147,1,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,Once per week,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,6 - Agree,On Piazza|Via HipChat,No Answer,2 - Rarely,5 - Always,2 - Rarely,4 - Frequently,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,5 - Always,Rarely,Never,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User148,1,0,Very confident,15 - 18 hours per week,All 26,All of them,Once per day,4 - About Right,4 - About Right,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza|Via E-Mail,No Answer,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,4 - Frequently,3 - Occasionally,1 - Never,4 - Frequently,5 - Always,Never,Never,N/A - I have not taken any other OMS classes.,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,N/A - I have not taken any other OMS classes.,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User44,1,0,Somewhat confident,3 - 6 hours per week,All 26,All of them,Multiple times daily,4 - About Right,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,6 - Agree,6 - Agree,2 - Disagree,On Piazza,No Answer,1 - Never,3 - Occasionally,4 - Frequently,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,5 - Always,Never,Never,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User45,1,0,Somewhat confident,9 - 12 hours per week,All 26,All of them,A few times a week,4 - About Right,3 - A Little Too Easy,6 - Agree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,6 - Agree,4 - Neither Agree nor Disagree,7 - Strongly Agree,On Piazza,No Answer,1 - Never,4 - Frequently,1 - Never,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,5 - Always,Never,Occasionally,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User361,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User320,1,0,Neither confident nor unconfident,18 - 21 hours per week,20 to 25,Most of them,A few times a week,4 - About Right,4 - About Right,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,6 - Agree,5 - Agree Slightly,On Piazza,No Answer,1 - Never,1 - Never,5 - Always,2 - Rarely,3 - Occasionally,1 - Never,3 - Occasionally,2 - Rarely,4 - Frequently,2 - Rarely,Occasionally,Rarely,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User57,1,0,Somewhat unconfident,9 - 12 hours per week,20 to 25,Most of them,A few times a week,5 - A Little Too Fast,4 - About Right,5 - Agree Slightly,6 - Agree,6 - Agree,6 - Agree,6 - Agree,2 - Disagree,On Piazza|Via E-Mail,No Answer,3 - Occasionally,4 - Frequently,2 - Rarely,1 - Never,4 - Frequently,1 - Never,3 - Occasionally,2 - Rarely,4 - Frequently,4 - Frequently,Never,Rarely,7 - Enormously Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Enormously Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User149,1,0,Neither confident nor unconfident,18 - 21 hours per week,All 26,All of them,Multiple times daily,5 - A Little Too Fast,6 - Too Hard,6 - Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,4 - Neither Agree nor Disagree,On Piazza,No Answer,2 - Rarely,4 - Frequently,2 - Rarely,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,5 - Always,Never,Rarely,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User150,1,0,Very unconfident,9 - 12 hours per week,20 to 25,A few of them,Multiple times daily,4 - About Right,4 - About Right,3 - Disagree Slightly,3 - Disagree Slightly,3 - Disagree Slightly,5 - Agree Slightly,6 - Agree,3 - Disagree Slightly,On Piazza|Via another chat application|Via the OMS Facebook page|Via the OMS Google Plus group,No Answer,3 - Occasionally,3 - Occasionally,2 - Rarely,3 - Occasionally,4 - Frequently,1 - Never,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,Frequently,Frequently,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,3 - Not Quite as Good as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,3 - Not Quite as Good as other college courses.,4 - Fair
User152,1,0,Somewhat unconfident,3 - 6 hours per week,15 to 20,Most of them,Once per week,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,6 - Agree,N/A - I have not used Piazza significantly.,4 - Neither Agree nor Disagree,On Piazza,No Answer,3 - Occasionally,4 - Frequently,2 - Rarely,1 - Never,4 - Frequently,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,3 - Occasionally,Never,Never,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,2 - Not as Good as other college courses.,6 - Very Good
User153,1,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,A few times a week,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,5 - Agree Slightly,On Piazza|Via the OMS Facebook page,No Answer,1 - Never,3 - Occasionally,1 - Never,4 - Frequently,4 - Frequently,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,5 - Always,Never,Never,6 - Significantly Better than other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User344,1,0,Very unconfident,9 - 12 hours per week,All 26,Most of them,A couple times a month,6 - Too Fast,3 - A Little Too Easy,2 - Disagree,2 - Disagree,2 - Disagree,2 - Disagree,2 - Disagree,4 - Neither Agree nor Disagree,On Piazza,No Answer,3 - Occasionally,3 - Occasionally,2 - Rarely,4 - Frequently,5 - Always,4 - Frequently,1 - Never,2 - Rarely,3 - Occasionally,2 - Rarely,Never,Rarely,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer
User154,1,0,Somewhat confident,18 - 21 hours per week,All 26,All of them,A few times a week,5 - A Little Too Fast,6 - Too Hard,4 - Neither Agree nor Disagree,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,1 - Never,1 - Never,5 - Always,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,3 - Occasionally,5 - Always,Never,Occasionally,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,No Answer,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User155,1,0,Very unconfident,9 - 12 hours per week,20 to 25,Around half of them,A few times a week,4 - About Right,4 - About Right,6 - Agree,5 - Agree Slightly,6 - Agree,6 - Agree,7 - Strongly Agree,3 - Disagree Slightly,On Piazza,No Answer,4 - Frequently,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,2 - Rarely,Occasionally,Occasionally,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User156,1,0,Somewhat confident,21 or more hours per week,All 26,Most of them,Once per day,4 - About Right,4 - About Right,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,7 - Strongly Agree,5 - Agree Slightly,On Piazza,No Answer,2 - Rarely,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,3 - Occasionally,3 - Occasionally,2 - Rarely,3 - Occasionally,5 - Always,Never,Never,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,5 - Good
User16,1,0,Somewhat confident,6 - 9 hours per week,20 to 25,Most of them,A few times a week,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,5 - Agree Slightly,On Piazza,No Answer,4 - Frequently,3 - Occasionally,2 - Rarely,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,1 - Never,Never,Never,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User157,1,0,Somewhat unconfident,12 - 15 hours per week,All 26,Most of them,Once per week,4 - About Right,5 - A Little Too Hard,6 - Agree,4 - Neither Agree nor Disagree,3 - Disagree Slightly,No Answer,1 - Strongly Disagree,1 - Strongly Disagree,Other (please specify below),did not communicate,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,3 - Occasionally,4 - Frequently,4 - Frequently,2 - Rarely,3 - Occasionally,1 - Never,Never,Never,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,1 - Not Nearly as Good as non-OMS online classes.,3 - Not Quite as Good as other college courses.,3 - Poor
User362,1,0,Very confident,15 - 18 hours per week,All 26,Most of them,Once per week,6 - Too Fast,7 - Way Too Hard,2 - Disagree,2 - Disagree,2 - Disagree,2 - Disagree,6 - Agree,1 - Strongly Disagree,On Piazza|Via E-Mail|Via another chat application,No Answer,3 - Occasionally,4 - Frequently,2 - Rarely,2 - Rarely,3 - Occasionally,4 - Frequently,4 - Frequently,2 - Rarely,4 - Frequently,5 - Always,Never,Never,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,3 - Not Quite as Good as other college courses.,5 - Good
User158,1,0,Somewhat confident,9 - 12 hours per week,All 26,All of them,Multiple times daily,4 - About Right,3 - A Little Too Easy,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,On Piazza,No Answer,1 - Never,1 - Never,5 - Always,1 - Never,3 - Occasionally,1 - Never,2 - Rarely,1 - Never,4 - Frequently,5 - Always,Never,Never,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User159,1,0,Somewhat confident,6 - 9 hours per week,20 to 25,Most of them,Once per week,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,6 - Agree,On Piazza,No Answer,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,2 - Rarely,Never,Never,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User160,1,0,Somewhat unconfident,9 - 12 hours per week,10 to 15,Most of them,Once per week,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,Via E-Mail,No Answer,2 - Rarely,5 - Always,1 - Never,1 - Never,3 - Occasionally,5 - Always,3 - Occasionally,2 - Rarely,4 - Frequently,5 - Always,Occasionally,Rarely,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User161,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User356,1,0,Very confident,18 - 21 hours per week,All 26,Most of them,Once per day,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,On Piazza,No Answer,1 - Never,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,Never,Rarely,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User18,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User162,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User164,1,0,Neither confident nor unconfident,18 - 21 hours per week,All 26,Most of them,A few times a week,7 - Way Too Fast,5 - A Little Too Hard,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,6 - Agree,3 - Disagree Slightly,On Piazza,No Answer,2 - Rarely,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,3 - Occasionally,2 - Rarely,2 - Rarely,3 - Occasionally,4 - Frequently,Never,Frequently,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User60,1,0,Neither confident nor unconfident,12 - 15 hours per week,All 26,All of them,A couple times a month,4 - About Right,5 - A Little Too Hard,5 - Agree Slightly,5 - Agree Slightly,4 - Neither Agree nor Disagree,6 - Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza|Via E-Mail,No Answer,1 - Never,2 - Rarely,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,4 - Frequently,Never,Never,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - Good
User341,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User61,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User166,1,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,Multiple times daily,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza|Via the OMS Google Plus group|Other (please specify below),Reddit,1 - Never,1 - Never,4 - Frequently,1 - Never,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,5 - Always,Never,Never,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User354,1,0,Very unconfident,9 - 12 hours per week,20 to 25,Most of them,Once per week,4 - About Right,5 - A Little Too Hard,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,6 - Agree,6 - Agree,No Answer,No Answer,1 - Never,4 - Frequently,1 - Never,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,1 - Never,3 - Occasionally,5 - Always,Never,Never,N/A - I have not taken any other OMS classes.,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,N/A - I have not taken any other OMS classes.,5 - A Little Better than non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User62,1,0,Neither confident nor unconfident,9 - 12 hours per week,All 26,All of them,A few times a week,5 - A Little Too Fast,4 - About Right,5 - Agree Slightly,3 - Disagree Slightly,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,3 - Disagree Slightly,On Piazza,No Answer,1 - Never,1 - Never,4 - Frequently,1 - Never,3 - Occasionally,4 - Frequently,3 - Occasionally,1 - Never,3 - Occasionally,5 - Always,Never,Never,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User169,1,0,Very confident,18 - 21 hours per week,All 26,All of them,A few times a week,4 - About Right,5 - A Little Too Hard,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,6 - Agree,7 - Strongly Agree,6 - Agree,Via another chat application,No Answer,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,5 - Always,1 - Never,4 - Frequently,5 - Always,Never,Rarely,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User46,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User47,1,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,A few times a week,4 - About Right,5 - A Little Too Hard,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,No Answer,No Answer,1 - Never,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,4 - Frequently,5 - Always,2 - Rarely,No Answer,4 - Frequently,Never,Never,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User288,1,0,Neither confident nor unconfident,6 - 9 hours per week,All 26,All of them,A few times a week,4 - About Right,4 - About Right,6 - Agree,5 - Agree Slightly,4 - Neither Agree nor Disagree,6 - Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,1 - Never,1 - Never,2 - Rarely,1 - Never,4 - Frequently,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,1 - Never,Never,Occasionally,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User372,1,0,Somewhat unconfident,21 or more hours per week,All 26,Around half of them,A few times a week,5 - A Little Too Fast,6 - Too Hard,6 - Agree,6 - Agree,3 - Disagree Slightly,5 - Agree Slightly,6 - Agree,2 - Disagree,On Piazza,No Answer,4 - Frequently,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,Occasionally,Frequently,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,3 - Not Quite as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,3 - Not Quite as Good as other college courses.,4 - Fair
User172,1,0,Somewhat confident,21 or more hours per week,All 26,All of them,A few times a week,4 - About Right,5 - A Little Too Hard,3 - Disagree Slightly,3 - Disagree Slightly,4 - Neither Agree nor Disagree,3 - Disagree Slightly,5 - Agree Slightly,4 - Neither Agree nor Disagree,On Piazza,No Answer,1 - Never,1 - Never,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,1 - Never,3 - Occasionally,5 - Always,Never,Never,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User173,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User174,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User63,1,0,Somewhat confident,6 - 9 hours per week,20 to 25,Most of them,A few times a week,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,On Piazza|Via E-Mail|Via HipChat,No Answer,2 - Rarely,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,3 - Occasionally,4 - Frequently,3 - Occasionally,4 - Frequently,2 - Rarely,Never,Occasionally,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User64,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User65,1,0,Somewhat confident,9 - 12 hours per week,15 to 20,Around half of them,Multiple times daily,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,On Piazza|Via E-Mail|Meeting in Person|Via another chat application,No Answer,4 - Frequently,3 - Occasionally,3 - Occasionally,4 - Frequently,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,1 - Never,Never,Never,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User321,1,0,Somewhat unconfident,18 - 21 hours per week,All 26,Around half of them,Multiple times daily,4 - About Right,4 - About Right,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,7 - Strongly Agree,6 - Agree,On Piazza,No Answer,5 - Always,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,Never,Always,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User176,1,0,Somewhat unconfident,6 - 9 hours per week,15 to 20,Around half of them,A few times a week,4 - About Right,4 - About Right,6 - Agree,5 - Agree Slightly,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,4 - Frequently,5 - Always,3 - Occasionally,2 - Rarely,5 - Always,3 - Occasionally,3 - Occasionally,4 - Frequently,4 - Frequently,1 - Never,Never,Never,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User177,1,0,Somewhat confident,15 - 18 hours per week,All 26,All of them,Once per day,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,3 - Disagree Slightly,5 - Agree Slightly,On Piazza,No Answer,2 - Rarely,1 - Never,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,5 - Always,Never,Rarely,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User322,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User178,1,0,Very confident,15 - 18 hours per week,All 26,All of them,Multiple times daily,4 - About Right,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,On Piazza,No Answer,4 - Frequently,3 - Occasionally,4 - Frequently,4 - Frequently,No Answer,4 - Frequently,4 - Frequently,3 - Occasionally,4 - Frequently,3 - Occasionally,Frequently,Always,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User323,1,0,Somewhat confident,15 - 18 hours per week,20 to 25,A few of them,Once per day,4 - About Right,4 - About Right,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,On Piazza,No Answer,4 - Frequently,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,3 - Occasionally,1 - Never,Rarely,Never,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User180,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User181,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
