User Name,Order of Submission (1=first),Final Score,Question 1 text,Question 2 text,Question 3 text,Question 4 text,Question 5 text,Question 6 text,Question 7 text,Question 8 text,Question 9 text,Question 10 text,Question 11 text,Question 12 text,Question 13 text,Question 15 text,Question 16 text,Question 17 text,Question 18 text,Question 19 text,Question 20 text,Question 21 text
User320,1,0,CS7641: Machine Learning,My agent used an even mix of verbal representations and visual representations.,Somewhat confident,Somewhat unconfident,4 - About Right,5 - A Little Too Hard,6 - Agree,6 - Agree,6 - Agree,6 - Agree,6 - Agree,5 - Agree Slightly,On Piazza,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User57,1,0,CS6300: Software Development Processes|CS6250: Computer NetworLast192|CS6310: Software Architecture and Design,"My agent primarily used visual representations, although it also used the verbal representations in some places.",Somewhat confident,Somewhat confident,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,6 - Agree,2 - Disagree,On Piazza|Via E-Mail,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User149,1,0,No Answer,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Somewhat confident,Somewhat unconfident,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,2 - Disagree,3 - Disagree Slightly,On Piazza|Via the OMS Facebook page|Via the OMS Google Plus group,7 - Enormously Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User150,1,0,"CS6250: Computer NetworLast192|CS6210: Advanced Operating Systems|CS6505: Computability, Complexity & Algorithms|CS8803: Introduction to Operating Systems",My agent used an even mix of verbal representations and visual representations.,Somewhat unconfident,Very unconfident,4 - About Right,4 - About Right,3 - Disagree Slightly,3 - Disagree Slightly,3 - Disagree Slightly,3 - Disagree Slightly,5 - Agree Slightly,3 - Disagree Slightly,On Piazza|Via another chat application|Via the OMS Google Plus group,3 - Not Quite as Good as other OMS classes,4 - About the Same as non-OMS online classes.,3 - Not Quite as Good as other college courses.,4 - About the Same as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,3 - Not Quite as Good as other college courses.,5 - Good
User152,1,0,CS6250: Computer NetworLast192,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very confident,Somewhat unconfident,4 - About Right,5 - A Little Too Hard,5 - Agree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,4 - Neither Agree nor Disagree,On Piazza,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,3 - Not Quite as Good as other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,3 - Not Quite as Good as other college courses.,5 - Good
User153,1,0,CS7641: Machine Learning|CS6250: Computer NetworLast192,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very confident,Very unconfident,5 - A Little Too Fast,6 - Too Hard,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,6 - Agree,On Piazza,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User344,1,0,CS7641: Machine Learning,"My agent primarily used visual representations, although it also used the verbal representations in some places.",Neither confident nor unconfident,Neither confident nor unconfident,6 - Too Fast,2 - Too Easy,2 - Disagree,5 - Agree Slightly,3 - Disagree Slightly,3 - Disagree Slightly,4 - Neither Agree nor Disagree,6 - Agree,On Piazza,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer
User154,1,0,CS8803: AI for Robotics|CS7641: Machine Learning|CS6300: Software Development Processes|CS6250: Computer NetworLast192|CS6440: Health Informatics,My agent used an even mix of verbal representations and visual representations.,Somewhat confident,Somewhat confident,5 - A Little Too Fast,5 - A Little Too Hard,3 - Disagree Slightly,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,6 - Agree,2 - Disagree,On Piazza,5 - A Little Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,5 - A Little Better than other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,5 - Good
User155,1,0,CS6250: Computer NetworLast192,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Neither confident nor unconfident,Somewhat unconfident,4 - About Right,5 - A Little Too Hard,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,On Piazza,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User156,1,0,CS6250: Computer NetworLast192|CS6210: Advanced Operating Systems,"My agent primarily used verbal representations, although it also used the visual representations in some places.",Somewhat confident,Somewhat unconfident,4 - About Right,4 - About Right,6 - Agree,3 - Disagree Slightly,3 - Disagree Slightly,5 - Agree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,On Piazza,5 - A Little Better than other OMS classes,4 - About the Same as non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User16,1,0,CS8803: AI for Robotics|CS6250: Computer NetworLast192|CS6210: Advanced Operating Systems|CS6475: Computational Photography,My agent used an even mix of verbal representations and visual representations.,Very confident,Somewhat confident,5 - A Little Too Fast,5 - A Little Too Hard,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,7 - Strongly Agree,5 - Agree Slightly,5 - Agree Slightly,On Piazza,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User157,1,0,No Answer,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Neither confident nor unconfident,5 - A Little Too Fast,6 - Too Hard,4 - Neither Agree nor Disagree,5 - Agree Slightly,2 - Disagree,5 - Agree Slightly,1 - Strongly Disagree,1 - Strongly Disagree,Meeting in Person,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,2 - Not as Good as other college courses.,N/A - I have not taken any other OMS classes.,2 - Not as Good as non-OMS online classes.,2 - Not as Good as other college courses.,4 - Fair
User362,1,0,CS6300: Software Development Processes|CS6250: Computer NetworLast192|CS6310: Software Architecture and Design|CS6440: Health Informatics,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Very unconfident,Very confident,5 - A Little Too Fast,4 - About Right,4 - Neither Agree nor Disagree,3 - Disagree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,6 - Agree,1 - Strongly Disagree,On Piazza|Via E-Mail|Via Phone or Teleconferencing,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,4 - About the Same as other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User158,1,0,"CS8803: AI for Robotics|CS6505: Computability, Complexity & Algorithms|CS6310: Software Architecture and Design|CS4495: Computer Vision|CS6475: Computational Photography","My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Very confident,Neither confident nor unconfident,4 - About Right,4 - About Right,6 - Agree,7 - Strongly Agree,6 - Agree,5 - Agree Slightly,6 - Agree,5 - Agree Slightly,On Piazza,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User159,1,0,CS8803: AI for Robotics|CS7641: Machine Learning|CS6250: Computer NetworLast192|CS6290: High-Performance Computer Architecture|CS6475: Computational Photography,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Neither confident nor unconfident,5 - A Little Too Fast,4 - About Right,6 - Agree,5 - Agree Slightly,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,6 - Agree,On Piazza|Via E-Mail,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User160,1,0,CS7641: Machine Learning|CS6300: Software Development Processes,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat unconfident,Very confident,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,On Piazza|Via E-Mail,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User161,No submission,,,,,,,,,,,,,,,,,,,,,
User356,1,0,"CS8803: AI for Robotics|CS6300: Software Development Processes|CS6505: Computability, Complexity & Algorithms",My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Very confident,Somewhat confident,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,5 - Agree Slightly,On Piazza,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User18,No submission,,,,,,,,,,,,,,,,,,,,,
User162,No submission,,,,,,,,,,,,,,,,,,,,,
User164,1,0,CS8803: AI for Robotics|CS6250: Computer NetworLast192,"My agent primarily used verbal representations, although it also used the visual representations in some places.",Somewhat confident,Very unconfident,6 - Too Fast,5 - A Little Too Hard,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,3 - Disagree Slightly,5 - Agree Slightly,5 - Agree Slightly,3 - Disagree Slightly,On Piazza,4 - About the Same as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,5 - Good
User60,1,0,CS8803: AI for Robotics|CS7641: Machine Learning,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Somewhat unconfident,Somewhat confident,4 - About Right,5 - A Little Too Hard,6 - Agree,3 - Disagree Slightly,3 - Disagree Slightly,5 - Agree Slightly,7 - Strongly Agree,3 - Disagree Slightly,On Piazza,3 - Not Quite as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,4 - About the Same as other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - Good
User341,No submission,,,,,,,,,,,,,,,,,,,,,
User61,1,0,CS6310: Software Architecture and Design,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Neither confident nor unconfident,Somewhat confident,5 - A Little Too Fast,4 - About Right,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,On Piazza,6 - Significantly Better than other OMS classes,4 - About the Same as non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,4 - About the Same as non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User166,1,0,CS6250: Computer NetworLast192,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very confident,Neither confident nor unconfident,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza|Via Phone or Teleconferencing|Via the OMS Google Plus group|Other (please specify below),6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User354,1,0,No Answer,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very unconfident,Somewhat unconfident,4 - About Right,4 - About Right,3 - Disagree Slightly,3 - Disagree Slightly,2 - Disagree,6 - Agree,6 - Agree,5 - Agree Slightly,No Answer,N/A - I have not taken any other OMS classes.,N/A - I have not taken any non-OMS online classes.,N/A - I have not taken any college courses outside the OMS.,N/A - I have not taken any other OMS classes.,N/A - I have not taken any non-OMS online classes.,N/A - I have not taken any college courses outside the OMS.,6 - Very Good
User62,1,0,CS8803: AI for Robotics|CS6300: Software Development Processes|CS6250: Computer NetworLast192,"My agent primarily used verbal representations, although it also used the visual representations in some places.",Somewhat confident,Neither confident nor unconfident,5 - A Little Too Fast,4 - About Right,5 - Agree Slightly,5 - Agree Slightly,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza|Via the OMS Google Plus group|Other (please specify below),4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User169,1,0,CS7641: Machine Learning|CS6300: Software Development Processes,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Neither confident nor unconfident,Very confident,4 - About Right,4 - About Right,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,On Piazza|Via another chat application,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User46,1,0,CS6300: Software Development Processes,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Very unconfident,Neither confident nor unconfident,4 - About Right,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,6 - Agree,2 - Disagree,5 - Agree Slightly,No Answer,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,7 - Enormously Better than other college courses.,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User47,1,0,CS6310: Software Architecture and Design|CS4495: Computer Vision,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Somewhat unconfident,6 - Too Fast,4 - About Right,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,No Answer,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,5 - A Little Better than other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User288,1,0,CS6250: Computer NetworLast192,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Very confident,Somewhat confident,4 - About Right,4 - About Right,5 - Agree Slightly,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,No Answer,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User372,1,0,CS8803: AI for Robotics|CS6300: Software Development Processes|CS6310: Software Architecture and Design|CS6440: Health Informatics,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Neither confident nor unconfident,4 - About Right,4 - About Right,6 - Agree,6 - Agree,6 - Agree,6 - Agree,6 - Agree,6 - Agree,On Piazza,No Answer,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User172,1,0,CS8803: AI for Robotics|CS6300: Software Development Processes|CS6250: Computer NetworLast192,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very confident,Neither confident nor unconfident,4 - About Right,4 - About Right,6 - Agree,5 - Agree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,No Answer,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,5 - A Little Better than other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User173,No submission,,,,,,,,,,,,,,,,,,,,,
User174,1,0,No Answer,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very unconfident,Very unconfident,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,7 - Strongly Agree,5 - Agree Slightly,5 - Agree Slightly,On Piazza|Via E-Mail|Via the OMS Facebook page|Via the OMS Google Plus group|Other (please specify below),N/A - I have not taken any other OMS classes.,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,N/A - I have not taken any other OMS classes.,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User63,1,0,CS8803: AI for Robotics|CS6250: Computer NetworLast192,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Somewhat unconfident,Somewhat confident,4 - About Right,4 - About Right,1 - Strongly Disagree,1 - Strongly Disagree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza|Via E-Mail|Via HipChat,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,No Answer,6 - Significantly Better than other college courses.,7 - Excellent
User64,1,0,CS6250: Computer NetworLast192|CS6440: Health Informatics,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very confident,Neither confident nor unconfident,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,6 - Agree,5 - Agree Slightly,N/A - I have not used Piazza significantly.,5 - Agree Slightly,Via HipChat|Via another chat application,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User65,1,0,CS6475: Computational Photography,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very confident,Somewhat confident,4 - About Right,4 - About Right,6 - Agree,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,On Piazza|Via E-Mail|Meeting in Person|Via Phone or Teleconferencing|Via another chat application,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,7 - Excellent
User321,1,0,CS6310: Software Architecture and Design,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Neither confident nor unconfident,Somewhat confident,4 - About Right,4 - About Right,7 - Strongly Agree,4 - Neither Agree nor Disagree,5 - Agree Slightly,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User176,1,0,CS6250: Computer NetworLast192|CS6210: Advanced Operating Systems,My agent used an even mix of verbal representations and visual representations.,Very confident,Very confident,4 - About Right,4 - About Right,4 - Neither Agree nor Disagree,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,On Piazza,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User177,1,0,CS6300: Software Development Processes|CS6310: Software Architecture and Design,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat unconfident,Somewhat unconfident,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,3 - Disagree Slightly,5 - Agree Slightly,On Piazza,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User322,No submission,,,,,,,,,,,,,,,,,,,,,
User178,1,0,"CS6300: Software Development Processes|CS6505: Computability, Complexity & Algorithms",My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very confident,Very confident,4 - About Right,5 - A Little Too Hard,6 - Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,6 - Agree,6 - Agree,On Piazza,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User323,1,0,CS6250: Computer NetworLast192,My agent used an even mix of verbal representations and visual representations.,Somewhat confident,Somewhat confident,4 - About Right,4 - About Right,6 - Agree,2 - Disagree,4 - Neither Agree nor Disagree,7 - Strongly Agree,6 - Agree,6 - Agree,On Piazza,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User180,No submission,,,,,,,,,,,,,,,,,,,,,
User181,No submission,,,,,,,,,,,,,,,,,,,,,
User182,1,0,CS6250: Computer NetworLast192,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Very confident,Somewhat confident,4 - About Right,4 - About Right,6 - Agree,3 - Disagree Slightly,4 - Neither Agree nor Disagree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,On Piazza,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User19,1,0,CS6310: Software Architecture and Design|CS6475: Computational Photography,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Somewhat confident,Somewhat confident,4 - About Right,5 - A Little Too Hard,6 - Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,5 - Agree Slightly,On Piazza|Via E-Mail|Via another chat application,6 - Significantly Better than other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User185,1,0,CS6250: Computer NetworLast192|CS6475: Computational Photography,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Somewhat confident,Neither confident nor unconfident,4 - About Right,4 - About Right,6 - Agree,6 - Agree,6 - Agree,6 - Agree,5 - Agree Slightly,4 - Neither Agree nor Disagree,On Piazza,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User186,1,0,CS6300: Software Development Processes|CS6250: Computer NetworLast192,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very confident,Somewhat confident,4 - About Right,5 - A Little Too Hard,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,3 - Disagree Slightly,On Piazza,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User188,1,0,CS7641: Machine Learning|CS6310: Software Architecture and Design|CS6440: Health Informatics,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat unconfident,Neither confident nor unconfident,5 - A Little Too Fast,6 - Too Hard,7 - Strongly Agree,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,On Piazza,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User40,1,0,"CS6505: Computability, Complexity & Algorithms","My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Neither confident nor unconfident,Neither confident nor unconfident,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza|Via the OMS Google Plus group,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User289,1,0,CS6300: Software Development Processes|CS6250: Computer NetworLast192|CS6310: Software Architecture and Design|CS6440: Health Informatics,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Neither confident nor unconfident,5 - A Little Too Fast,5 - A Little Too Hard,6 - Agree,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,4 - Neither Agree nor Disagree,3 - Disagree Slightly,On Piazza|Via another chat application,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,5 - Good
User357,1,0,CS6250: Computer NetworLast192|CS6475: Computational Photography,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Neither confident nor unconfident,Neither confident nor unconfident,4 - About Right,5 - A Little Too Hard,4 - Neither Agree nor Disagree,5 - Agree Slightly,No Answer,5 - Agree Slightly,No Answer,5 - Agree Slightly,On Piazza|Via the OMS Google Plus group,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - Good
User66,1,0,CS6250: Computer NetworLast192,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Very unconfident,Somewhat unconfident,4 - About Right,4 - About Right,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,3 - Disagree Slightly,6 - Agree,On Piazza,5 - A Little Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
