User Name,Order of Submission (1=first),Part 1 Score,Part 2 Score,Part 3 Score,Final Score,Question 1 text,Question 2 text,Question 3 text,Question 4 text,Question 5 text,Question 6 text,Question 7 text,Question 8 text,Question 9 text,Question 13 text,Question 15 text,Question 16 text,Question 17 text,Question 18 text,Question 19 text,Question 20 text,Question 21 text,Question 22 text
User362,1,0,0,0,0,35 to 44,Male,1: USA,1: USA,1: TX,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekend morning (starting between 9AM and 12PM).,Computing (NetworLast192),Bachelors Degree,15-18 hours per week,Yes,Java,3-Jan,4,0,0
User158,1,0,0,0,0,35 to 44,Male,1: USA,1: USA,1: New Mexico,1: English,Native speaker,"UTC -07:00 (Mountain Time Zone US & Canada, Western Mexico)",A weekday morning (starting between 9AM and 12PM).|A weekday afternoon (starting between 1PM and 4PM).|A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (Software),Masters Degree,9-12 hours per week,Yes,Python,10-May,5,0,10+
User159,1,0,0,0,0,35 to 44,Male,1: United States,1: United States,1: Utah,1: English,Native speaker,"UTC -07:00 (Mountain Time Zone US & Canada, Western Mexico)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (Software)|Education (K-12)|Education (College)|Education (Non-Traditional),Bachelors Degree,3-6 hours per week,Yes,Python,15-20,5,0,0
User160,1,0,0,0,0,25 to 34,Male,1: usa,1: usa,1: CA,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).,Engineering,Masters Degree,12-15 hours per week,Yes,Python,5-Mar,2,0,3-Feb
User161,1,0,0,0,0,25 to 34,Male,1: US,1: US,1: PA,1: english,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).,Computing (Software),Bachelors Degree,9-12 hours per week,Yes,Ruby,5-Mar,1,0,0
User356,1,0,0,0,0,25 to 34,Male,1: Puerto Rico,1: United States,1: GA,1: SLast218ish,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).,Computing (Data & Data Analysis),Bachelors Degree,9-12 hours per week,Yes,Java,10-May,3,0,0
User18,1,0,0,0,0,25 to 34,Male,1: Nepal,1: USA,1: Georgia,1: Nepali,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).,Research/Academia,Masters Degree,9-12 hours per week,No,Java,0,4,0,0
User162,1,0,0,0,0,35 to 44,Male,1: China,1: USA,1: CA,1: Chinese,Fully fluent (non-native speaker),UTC -08:00 (Pacific Time Zone US & Canada),A weekend morning (starting between 9AM and 12PM).,Other (specify below),Doctoral Degree,18-21 hours per week,Yes,Python,5-Mar,1,0,5-Mar
User164,1,0,0,0,0,45 to 54,Male,1: Australia,1: United States,1: CA,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday afternoon (starting between 1PM and 4PM).|A weekday evening (starting between 5PM and 8PM).,Arts/Broadcasting|Computing (Software)|EntrepFirst210urship,Bachelors Degree,12-15 hours per week,No,C++,15-20,2,0,10+
User60,1,0,0,0,0,25 to 34,Male,1: Singapore,1: Singapore,No Answer,1: English,Native speaker,UTC +08:00 (Eastern Asia),A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Data & Data Analysis),Bachelors Degree,9-12 hours per week,Yes,Python,5-Mar,2,0,3-Feb
User341,1,0,0,0,0,25 to 34,Male,1: Sri Lanka,1: Canada,1: Ontario,1: English,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software),Bachelors Degree,6-9 hours per week,Yes,Java,10-May,1,0,1
User61,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: VA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software),Bachelors Degree,6-9 hours per week,Yes,Python,15-Oct,1,0,5-Mar
User166,1,0,0,0,0,35 to 44,Male,1: United States of America,1: United States of America,1: Massachusetts,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software)|Consulting,Masters Degree,9-12 hours per week,Yes,C#,20+,1,0,0
User354,1,0,0,0,0,35 to 44,Male,1: USA,1: USA,1: GA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,9-12 hours per week,Yes,Java,15-Oct,0,0,0
User62,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: Illinois,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday morning (starting between 9AM and 12PM).|A weekday afternoon (starting between 1PM and 4PM).,Accounting/Finance|Computing (Software),Bachelors Degree,9-12 hours per week,Yes,C#,10-May,3,0,1
User169,1,0,0,0,0,25 to 34,Male,1: China,1: USA,1: New York,1: Chinese,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).,Computing (Data & Data Analysis),Doctoral Degree,12-15 hours per week,Yes,Python,10-May,2,0,3-Feb
User46,1,0,0,0,0,25 to 34,Male,1: Mexico,1: United States,1: NC,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).,Computing (Software)|Engineering,Bachelors Degree,12-15 hours per week,Yes,C#,5-Mar,1,0,3-Feb
User47,1,0,0,0,0,18 to 24,Female,1: Colombia,1: United States,1: Illinois,1: SLast218ish,Fully fluent (non-native speaker),"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,6-9 hours per week,No,Java,3-Jan,2,0,5-Mar
User288,1,0,0,0,0,25 to 34,Male,1: Canada,1: USA,1: Georgia,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).,Computing (Hardware)|Computing (Software),Bachelors Degree,9-12 hours per week,Yes,Java,10-May,1,0,1
User372,1,0,0,0,0,35 to 44,Female,1: US,1: US,1: Georgia,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software)|Other (specify below),Bachelors Degree,12-15 hours per week,Yes,C#,15-20,4,1,10+
User172,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: Ohio,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekend afternoon (starting between 1PM and 4PM).,Computing (NetworLast192),Bachelors Degree,6-9 hours per week,Yes,Python,3-Jan,3,1,10+
User173,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: IL,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday evening (starting between 5PM and 8PM).|A weekend evening (starting between 5PM and 8PM).,Accounting/Finance|Computing (Hardware)|Computing (Software),Bachelors Degree,6-9 hours per week,Yes,C++,5-Mar,2,0,0
User174,1,0,0,0,0,55 to 64,Female,1: USA,1: USA,1: VA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Consulting|Education (College)|Engineering,Doctoral Degree,21+ hours per week,Yes,Python,20+,0,0,3-Feb
User63,1,0,0,0,0,35 to 44,Male,1: USA,1: USA,1: Tx,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).,"Computing (Hardware)|Computing (HCI, UI, UX)|Computing (Software)|Engineering|Management",Bachelors Degree,6-9 hours per week,Yes,C++,15-Oct,2,0,3-Feb
User64,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: Oregon,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Mobile)|Computing (Software),Bachelors Degree,9-12 hours per week,Yes,JavaScript,10-May,2,0,3-Feb
User65,1,0,0,0,0,18 to 24,Male,1: USA,1: USA,1: Georgia,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (NetworLast192)|Engineering,Bachelors Degree,6-9 hours per week,Yes,Python,3-Jan,1,0,0
User321,1,0,0,0,0,25 to 34,Male,1: Vietnam,1: Vietnam,1: Hanoi,1: Vietnamese,Fully fluent (non-native speaker),"UTC +07:00 (Southeast Asia, Eastern-Central Asia)",A weekend morning (starting between 9AM and 12PM).,"Computing (HCI, UI, UX)|Computing (Software)|Education (Non-Traditional)",Bachelors Degree,12-15 hours per week,Yes,Python,5-Mar,1,0,5-Mar
User176,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: Indiana,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Hardware)|Computing (Software)|Military,Bachelors Degree,9-12 hours per week,Yes,C,15-20,2,0,1
User177,1,0,0,0,0,35 to 44,Male,1: USA,1: USA,1: KY,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).,Computing (Software)|Consulting|EntrepFirst210urship,Masters Degree,9-12 hours per week,Yes,C#,15-20,2,0,0
User322,1,0,0,0,0,25 to 34,Male,1: Turkey,1: Ireland,No Answer,1: Turkish,Fully fluent (non-native speaker),"UTC +00:00 (Western Europe, Western Africa)",A weekend morning (starting between 9AM and 12PM).|A weekend night (starting between 9PM and 12AM).,Sales/First212eting,Bachelors Degree,6-9 hours per week,No,Python,0,1,0,3-Feb
User178,1,0,0,0,0,35 to 44,Male,1: China,1: USA,1: Texas,1: Chinese,Fully fluent (non-native speaker),"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday night (starting between 9PM and 12AM).|A weekend night (starting between 9PM and 12AM).,Healthcare/Medicine,Doctoral Degree,15-18 hours per week,Yes,Java,3-Jan,2,0,10-May
User323,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: CA,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend night (starting between 9PM and 12AM).,Engineering,Doctoral Degree,12-15 hours per week,Yes,C++,3-Jan,1,0,0
User180,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: SC,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).,Computing (Software)|Engineering,Bachelors Degree,9-12 hours per week,Yes,Java,3-Jan,1,0,5-Mar
User181,1,0,0,0,0,35 to 44,Male,1: Korea,1: United States,1: New Jersey,1: Korean,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday afternoon (starting between 1PM and 4PM).,Accounting/Finance|Management,Masters Degree,9-12 hours per week,Yes,Java,3-Jan,3,0,5-Mar
User182,1,0,0,0,0,25 to 34,Male,1: Pakistan,1: USA,1: GA,1: English,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekend afternoon (starting between 1PM and 4PM).,Computing (Software),Bachelors Degree,12-15 hours per week,Yes,Java,5-Mar,1,0,0
User19,1,0,0,0,0,25 to 34,Female,1: Serbia,1: USA,1: California,1: English,Fully fluent (non-native speaker),UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).,Computing (Other; Specify Below),Bachelors Degree,9-12 hours per week,Yes,Java,5-Mar,2,0,0
User185,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: Pennsylvania,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).,Computing (Mobile)|Computing (Software),Masters Degree,9-12 hours per week,Yes,Objective C,10-May,2,0,10-May
User186,1,0,0,0,0,25 to 34,Male,1: India,1: USA,1: New Mexico,1: English,Fully fluent (non-native speaker),"UTC -07:00 (Mountain Time Zone US & Canada, Western Mexico)",A weekend afternoon (starting between 1PM and 4PM).,Computing (Software)|Computing (Other; Specify Below)|Engineering,Doctoral Degree,9-12 hours per week,Yes,Python,15-Oct,2,0,5-Mar
User188,1,0,0,0,0,25 to 34,Male,1: INDIA,1: USA,"1: LOS ANGELES,CA",1: ENGLISH,Fully fluent (non-native speaker),UTC -08:00 (Pacific Time Zone US & Canada),A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software)|Healthcare/Medicine,Bachelors Degree,12-15 hours per week,Yes,Java,10-May,3,0,0
User40,1,0,0,0,0,25 to 34,Female,1: India,1: US,1: California,1: English,Fully fluent (non-native speaker),UTC -08:00 (Pacific Time Zone US & Canada),A weekday afternoon (starting between 1PM and 4PM).|A weekday evening (starting between 5PM and 8PM).,Computing (Data & Data Analysis)|Sales/First212eting,Bachelors Degree,9-12 hours per week,Yes,C,3-Jan,1,0,3-Feb
User289,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: Michigan,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).,Computing (Software),Bachelors Degree,12-15 hours per week,Yes,Visual Basic,10-May,4,0,0
User357,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: Ohio (OH),1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (Software)|Computing (Other; Specify Below)|Engineering,Bachelors Degree,12-15 hours per week,Yes,Python,10-May,2,0,5-Mar
User66,1,0,0,0,0,45 to 54,Male,1: US,1: US,1: MA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).,Computing (Software)|Military,Masters Degree,9-12 hours per week,Yes,Python,20+,1,0,1
User37,1,0,0,0,0,18 to 24,Female,1: USA,1: USA,1: NY,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).,Computing (Data & Data Analysis)|Education (K-12),Bachelors Degree,12-15 hours per week,Yes,C#,5-Mar,0,0,0
User302,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: CA,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software)|Engineering,Bachelors Degree,3-6 hours per week,Yes,C,10-May,2,0,0
User189,1,0,0,0,0,35 to 44,Male,1: USA,1: USA,1: TX,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software),Doctoral Degree,12-15 hours per week,Yes,C#,5-Mar,4,0,0
User190,1,0,0,0,0,35 to 44,Male,1: USA,1: USA,1: CA,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).,Computing (NetworLast192)|Consulting,Bachelors Degree,12-15 hours per week,Yes,PHP,10-May,2,0,0
User67,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: MA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Accounting/Finance|Computing (Data & Data Analysis)|Computing (NetworLast192)|Computing (Software),Bachelors Degree,12-15 hours per week,Yes,Java,10-May,0,0,1
User191,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: Washington,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday afternoon (starting between 1PM and 4PM).|A weekday evening (starting between 5PM and 8PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software)|Engineering,Bachelors Degree,6-9 hours per week,Yes,Python,3-Jan,1,0,3-Feb
User68,1,0,0,0,0,45 to 54,Female,1: USA,1: USA,1: New Mexico,1: English,Native speaker,"UTC -07:00 (Mountain Time Zone US & Canada, Western Mexico)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (Software)|Engineering|Military,Bachelors Degree,15-18 hours per week,Yes,Java,5-Mar,1,0,1
User192,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: California,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).|A weekend evening (starting between 5PM and 8PM).,Computing (Data & Data Analysis)|Computing (Software),Bachelors Degree,6-9 hours per week,Yes,Java,10-May,4,0,3-Feb
User193,1,0,0,0,0,35 to 44,Male,1: USA,1: USA,1: Va,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).,Computing (NetworLast192)|Computing (Software)|Engineering,Bachelors Degree,9-12 hours per week,Yes,C++,15-Oct,1,0,5-Mar
User303,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: Illinois,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Other (specify below),Bachelors Degree,12-15 hours per week,Yes,Python,15-Oct,1,0,3-Feb
User69,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: California,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,9-12 hours per week,Yes,Python,10-May,3,0,5-Mar
User304,1,0,0,0,0,35 to 44,Male,1: United States,1: United States,1: Florida,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday afternoon (starting between 1PM and 4PM).,Computing (Software),Bachelors Degree,9-12 hours per week,Yes,Java,15-20,1,0,3-Feb
User194,1,0,0,0,0,18 to 24,Male,1: Ukraine,1: Ukraine,No Answer,1: Ukrainian,Fully fluent (non-native speaker),"UTC +02:00 (Eastern Africa, Eastern Europe, Western parts of the Middle East)",A weekday afternoon (starting between 1PM and 4PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).,Computing (Software)|Engineering,Masters Degree,6-9 hours per week,Yes,C++,10-May,0,0,3-Feb
User70,1,0,0,0,0,35 to 44,Male,1: United States,1: United States,1: California,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday afternoon (starting between 1PM and 4PM).|A weekday evening (starting between 5PM and 8PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).,Computing (Data & Data Analysis)|Computing (NetworLast192)|Computing (Software),Bachelors Degree,12-15 hours per week,Yes,Python,15-Oct,1,0,3-Feb
User378,1,0,0,0,0,35 to 44,Male,1: United States,1: United States,1: Washington,1: French,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,12-15 hours per week,Yes,C#,15-20,2,0,10+
User195,1,0,0,0,0,18 to 24,Male,1: USA,1: USA,1: Florida,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekend morning (starting between 9AM and 12PM).,Computing (NetworLast192)|Military,Bachelors Degree,9-12 hours per week,Yes,Java,3-Jan,0,0,0
User71,1,0,0,0,0,25 to 34,Female,1: Ecuador,1: United States,1: Wisconsin,1: SLast218ish,Fully fluent (non-native speaker),"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).,Engineering,Bachelors Degree,9-12 hours per week,Yes,C++,3-Jan,1,0,0
User305,1,0,0,0,0,25 to 34,Female,1: China,1: United States,1: CA,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (Software),Bachelors Degree,9-12 hours per week,Yes,C,10-May,1,0,0
User196,1,0,0,0,0,18 to 24,Female,1: USA,1: USA,1: AZ,1: English,Native speaker,"UTC -07:00 (Mountain Time Zone US & Canada, Western Mexico)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Engineering,Bachelors Degree,15-18 hours per week,Yes,Java,3-Jan,0,0,5-Mar
User74,1,0,0,0,0,25 to 34,Male,1: People's Republic of China,1: US,1: California (CA),1: mandarin,Fully fluent (non-native speaker),UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Engineering,Masters Degree,9-12 hours per week,Yes,Python,3-Jan,3,0,5-Mar
User346,1,0,0,0,0,18 to 24,Female,1: china,1: usa,1: tx,1: chinese,Fully fluent (non-native speaker),UTC -12:00,A weekday morning (starting between 9AM and 12PM).|A weekday afternoon (starting between 1PM and 4PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software),Masters Degree,9-12 hours per week,Yes,Java,3-Jan,2,1,10-May
User20,1,0,0,0,0,18 to 24,Male,1: USA,1: USA,1: Georgia,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,9-12 hours per week,Yes,Java,5-Mar,1,0,3-Feb
User197,1,0,0,0,0,25 to 34,Female,1: China,1: US,1: CA,1: Chinese,Fully fluent (non-native speaker),UTC -08:00 (Pacific Time Zone US & Canada),A weekday evening (starting between 5PM and 8PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software)|Research/Academia,Doctoral Degree,18-21 hours per week,Yes,Java,3-Jan,2,0,3-Feb
User75,1,0,0,0,0,25 to 34,Male,1: India,1: United States,1: Caifornia,1: Tamil,Fully fluent (non-native speaker),UTC -08:00 (Pacific Time Zone US & Canada),A weekday morning (starting between 9AM and 12PM).|A weekday night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (Software),Bachelors Degree,9-12 hours per week,Yes,Java,10-May,1,0,0
User31,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: Pennsylvania,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).,Computing (Software)|Engineering,Bachelors Degree,9-12 hours per week,Yes,Ruby,3-Jan,3,0,3-Feb
User198,1,0,0,0,0,18 to 24,Male,1: United States,1: United States,1: Marlyand,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software)|Consulting,Bachelors Degree,9-12 hours per week,Yes,C#,5-Mar,4,0,1
